h3_index,latitude,longitude,location
8960145a3cbffff,12.958729877777778,77.53564696666666,"4th Cross Road, Attiguppe Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
8960145a3cfffff,12.959334378571429,77.53293553571429,"1st Main Road, Attiguppe Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
8960145a3d3ffff,12.953143299999999,77.53700394285714,"2nd Main Road, Kavika Layout, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)"
8960145a3dbffff,12.958572466666666,77.53942376666667,"2nd Cross Road, Chowdappa Layout, Bapuji Nagar Stage 2, Bengaluru, Karnataka. Pin-560026 (India)"
8960145a413ffff,12.9244352,77.5628167,"25th Cross Road, Kadirenahalli New Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a417ffff,12.922898009857713,77.56052386721089,"30th Cross Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a423ffff,12.92674128885449,77.550806150774,"Dr Vishwesha Teertha Swamy Gala Road, Kathriguppe Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a427ffff,12.925706533333335,77.54938369999999,"7th Cross Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a42bffff,12.92991165,77.5522114,"Dr Vishwesha Teertha Swamy Gala Road, Ramarao Layout, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a42fffff,12.92913498,77.54906614000001,"5th Main Road, Block 4, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a433ffff,12.9240725804179,77.55342078210683,"7th Cross Road, Block 8, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a437ffff,12.9218925,77.550915,"1st Main Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a43bffff,12.9262217,77.5546533,"4th Main Road, Sri Sourab Ashwath Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a447ffff,12.933814000000002,77.56241265999999,"1st Cross Road, Chennammanakere Layout, Thyagarajanagar, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a44fffff,12.935836440872842,77.5614247333344,"13th Cross Road, 2nd Block, Ashok Nagar, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
8960145a453ffff,12.9299659,77.5673392,"Gayatri Bhavan Road, Byrappa Block, Thyagarajanagar, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a463ffff,12.932782114285715,77.55687237142857,"Park Road, ITI Layout, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a46bffff,12.93801652288739,77.55709415384037,"80 Feet Main Road, Sri Srinivasa Nagar Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
8960145a473ffff,12.932727,77.5572228,"Park Road, ITI Layout, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a477ffff,12.9299208,77.55451830000001,"1st Main Road, BSW Layout, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a47bffff,12.934325,77.55954332499999,"Dr Vishwesha Teertha Swamy Gala Road, Vinayaka Nagar, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
8960145a483ffff,12.917941426666667,77.56441363333333,"Dr Rajkumar Puniya Bhoomi Road, ACS Meghana Shalini, Kadarenahalli, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a487ffff,12.9183173,77.5596868625,"MK Puttalingaiah Main Road, BT Somanna Circle, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a48bffff,12.923035399999998,77.5657006,"17th Main Road, Kadirenahalli New Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a48fffff,12.92199372,77.56124758,"30th Cross Road, Kadirenahalli New Colony, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a49bffff,12.9186262,77.5664381,"34th Cross Road, Yarab Nagar, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a4abffff,12.922611425,77.5570976375,"Dr Rajkumar Puniya Bhoomi Road, Gururaja Layout, Block 7 Phase 4, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a4b7ffff,12.91465163314185,77.55368537647198,"18th Main Road, Ittamadu, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a4bbffff,12.9186779875,77.5597199125,"MK Puttalingaiah Main Road, BT Somanna Circle, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a4c3ffff,12.926693,77.5688128,"9th Main Road, Siddanna Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a4c7ffff,12.924601509999999,77.56477714,"21st Main Road, KIMS Staff Quarters, Siddanna Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a4cbffff,12.92929645,77.56781943000001,"9th Main Road, Byrappa Block, Thyagarajanagar, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a4cfffff,12.9296301,77.566569775,"2nd Main Road, Bhovi Colony, Block 3, Thyagarajanagar, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a4d3ffff,12.924460533333333,77.57042456666666,"9th Main Road, Karisandra, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)"
8960145a51bffff,12.919249851931097,77.54212892901704,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a54bffff,12.9311288,77.5438062,"80 Feet Main Road, Hoaskerehalli Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a55bffff,12.927962800000001,77.54655636666666,"Dr Rajkumar Puniya Bhoomi Road, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a567ffff,12.92465915,77.53091710000001,"1st Main Road, Durga Parameshwari Nagar, Hosakerehalli, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a56bffff,12.9295268,77.53503976666667,"4th Main Road, Kerekodi Palya, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
8960145a597ffff,12.90696455,77.54147825,"Dr Vishnuvardhan Main Road, Rainbow Waterfront, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)"
8960145a59bffff,12.91345284781601,77.5466781590894,"3rd Main Road, Sri Rama Circle, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)"
8960145a5a3ffff,12.9099655,77.5345151,"10th Main Road, Poornapragna Housing Society Layout, Kodipur, Bengaluru, Karnataka. Pin-560061 (India)"
8960145a5b3ffff,12.90842385,77.53816495,"Dr Vishnuvardhan Main Road, Shri Maheswari Nagar, Arehalli, Bengaluru, Karnataka. Pin-560061 (India)"
8960145a5b7ffff,12.907779326303014,77.53291769391176,"4th Main Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
8960145a5c3ffff,12.9202312,77.5471374,"Sri Sathyanarayana Swamy Temple Road, Kakathiyanagar, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560061 (India)"
8960145a5d7ffff,12.914117448975253,77.54677134573231,"3rd Main Road, Chikkalasandra, Sarvabhouma Nagar, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India"
8960145a603ffff,12.947409799999999,77.56444825999999,"Rao Bahadur Hayavadana Rao Road, Syndicate Bank Circle, Gavipuram, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a613ffff,12.946368564814815,77.56722612777777,"K Samrajya Iyengar Road, Gavipuram Extension, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a61bffff,12.948976042857142,77.56779007142858,"Bull Temple Road, Ashrama Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a627ffff,12.948072312499999,77.55283585,"Sri Raghavendra Mutt Road, Kalidasa Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
8960145a633ffff,12.94797352,77.559067,"Lakshmipura Main Road, Bhawani Nagar, Gavipuram, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a63bffff,12.948233961538461,77.55925197692308,"Lakshmipura Main Road, Bhawani Nagar, Gavipuram, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a643ffff,12.956828634883722,77.56901070465116,"Kavi Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a647ffff,12.954969318181817,77.56635536363636,"Appurao Road, Keshava Shilpa Circle, Kempegowda Nagar, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a64bffff,12.958832751780474,77.57001677721031,"4th Main Road, Shri Ma Ramamurthy Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a64fffff,12.958029397560976,77.56726194959349,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145a653ffff,12.954003627659576,77.5717715680851,"Pampa Mahakavi Road, Chandra Shekhar Bharati Layout, Sankarapuram, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a657ffff,12.95288455,77.56987720000001,"Shankara Mutt Road, Sankarapuram, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a65bffff,12.957706929629628,77.57200035,"Pampa Mahakavi Road, K Mariyappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a663ffff,12.95746248,77.56060252,"4th Main Road, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145a66bffff,12.960393748076923,77.56167590384615,"Albert Victor Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145a66fffff,12.958889338461539,77.55869745769232,"2nd Main Road, Vijaynagar Layout, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145a673ffff,12.9553469,77.5640915,"6th Main Road, Devaraj Urs Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India"
8960145a67bffff,12.95782995,77.563100625,"4th Main Road, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
8960145a683ffff,12.941749952941176,77.56757328235294,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a687ffff,12.940686479659645,77.56649964979529,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a68bffff,12.944228656171468,77.57066273028778,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a68fffff,12.942489715615359,77.5674905575165,"5th Main Road, Dhondusa Layout, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a693ffff,12.939788005263159,77.57139168947369,"Subbarama Chetty Road, Nattakallappa Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a697ffff,12.937417633333334,77.56827893333333,"10th Cross Road, Fast Print Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a69bffff,12.942944573680597,77.57120060118481,"Sri DV Gundappa Road, Shopper Junction, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6a3ffff,12.94159965,77.56070261363637,"50 Feet Main Road, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6a7ffff,12.940137,77.5576986,"10th Main Road, Banashankari 1st Stage, Ashoka Nagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560050, India"
8960145a6afffff,12.942348700000002,77.55802493333333,"50 Feet Main Road, Maruthi Circle, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6b3ffff,12.937456749999999,77.562741425,"KP Purnachandra Tejaswi Road, Ashok Nagar, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
8960145a6b7ffff,12.937276149999999,77.558515575,"80 Feet Main Road, Shankar Nag Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
8960145a6bbffff,12.941730542120627,77.56322487995237,"50 Feet Main Road, Mount Joy Extension, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6c3ffff,12.948683071153848,77.57263325576923,"Pampa Mahakavi Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6c7ffff,12.946263483883753,77.57033531978288,"Gandhi Bazar Road, Gandhi Bazar, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6cbffff,12.951482962962963,77.57336248148148,"Pampa Mahakavi Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6cfffff,12.950699663999998,77.57059785999999,"Shankara Mutt Road, Sankarapuram, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6d3ffff,12.9465016,77.5737734,"KR Main Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6d7ffff,12.944997488338773,77.571519570823,"Sri DV Gundappa Road, Gandhi Bazar Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a6dbffff,12.9493440129268,77.57640638030615,"Siri Vasavi Temple Road, Sri Vasavi Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)"
8960145a843ffff,12.949458175,77.4883872625,"Ullal Main Road, Amma Ashrama Circle, Annapoorneshwari Layout, Bengaluru, Karnataka. Pin-560056 (India)"
8960145a84fffff,12.9509055,77.4865928,"Ullal Main Road, Navami Chamara Heights, Block 5, Sir M Vishweshwaraiah Nagar, Bengaluru, Karnataka. Pin-560110 (India)"
8960145a853ffff,12.945382833333333,77.49033953333334,"1st Main Road, BDA Layout, Stage 2, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145a857ffff,12.946504077777778,77.4871513,"1st Main Road, KV Orchids, Stage 2, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145a86bffff,12.9515529,77.4819995,"80 Feet Road, Gangamma Layout, Byraveshwara Nagar, Ullal, Bengaluru, Karnataka. Pin-560110 (India)"
8960145a86fffff,12.951611300000001,77.47775846666667,"100 Feet Road, 3rd Block, Sir MV Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560056, India"
8960145a883ffff,12.932971355555557,77.48825807777777,"Kengeri Main Road, Ambedkar Circle, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145a89bffff,12.935613916666668,77.49228035,"Kengeri Main Road, Gollarahatti, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)"
8960145a8c3ffff,12.940820107142857,77.49334466428571,"Kengeri Main Road, Jagajyothi Layout Stage 2, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)"
8960145a8cbffff,12.944080866666667,77.49476262222223,"Kengeri Main Road, Janata Colony, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145a8cfffff,12.9451597,77.4904143,"1st Main Road, BDA Layout, Stage 2, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145a8d7ffff,12.938091040384617,77.49277887692307,"Kengeri Main Road, Rajarajeshwari Layout, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)"
8960145a8dbffff,12.942179366666666,77.49546076666667,"1st A Main Road, Jagajyothi Layout, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)"
8960145aa43ffff,12.9700582,77.4929923,"Muddinapalya Main Road, Gidadakonenahalli, Bengaluru, Karnataka. Pin-560091 (India)"
8960145aa47ffff,12.96999665,77.4919,"Muddinapalya Main Road, Raghavendra Layout, Muddenapalya, Bengaluru, Karnataka. Pin-560091 (India)"
8960145aa53ffff,12.97003097,77.49663714,"30th Main Road, Sri Maregowda Circle, Gidadakonenahalli, Bengaluru, Karnataka. Pin-560091 (India)"
8960145aa9bffff,12.958585,77.495605,"5th Main Road, Further Extension, Jnana Bharathi, Jnana Bharathi Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560056, India"
8960145aab7ffff,12.9514737,77.4844199,"Ullal Main Road, Maruthi Nagar, Byraveshwara Nagar, Ullal, Bengaluru, Karnataka. Pin-560110 (India)"
8960145aad3ffff,12.96193145,77.4982552,"1st Cross Road, Sidvin Grace, Mallathahalli, Bengaluru, Karnataka. Pin-560056 (India)"
8960145ac07ffff,12.92522164117647,77.4987947117647,"Mysore Road, BDA Layout, Dubasipalya, Bengaluru, Karnataka. Pin-560059 (India)"
8960145ac37ffff,12.9234196,77.4931833,"4th Main Road, BDA Indraprastha, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)"
8960145ac53ffff,12.9315757,77.5063069,"Jnana Bharathi, Jnana Bharathi Ward, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560056, India"
8960145ac57ffff,12.9297128,77.504948,"Mysore Road, Sumadhura Pramoda, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)"
8960145acabffff,12.92261775,77.49611709999999,"Mysore Road, Dubasipalya Bus Stop Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)"
8960145acafffff,12.9227144,77.4946422,"Mysore Road, BDA Indraprastha, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)"
8960145acb3ffff,12.917050117647058,77.50018557647059,"Global City Tech Park Road, Mylasandra Village, Mylasandara, Bengaluru, Karnataka. Pin-560059 (India)"
8960145acdbffff,12.9278673,77.511322,"25th Cross Road, Kenchenahalli, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)"
8960145ad13ffff,12.917952733333335,77.4835568,"Kengeri Railway Station Road, Stage 1, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad17ffff,12.915158,77.4807098,"Kommaghatta Road, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad2bffff,12.9234668,77.4728372,"Kommaghatta Road, Arunachalam Layout, BSM Extension, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad53ffff,12.9248311625,77.485278175,"Kengeri Main Road, Hoyasala Circle, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad57ffff,12.9238959,77.4848068,"Kengeri Main Road, Hoyasala Circle, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad63ffff,12.9258225,77.4767094,"3rd Main Road, DS Max Star Nest, SMV Layout, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad83ffff,12.911550706319458,77.4844627528405,"Bangalore-Mysore Road, Mylasandra, Bengaluru West City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560060, India"
8960145ad87ffff,12.911184835328816,77.48056133724114,"Kengeri Magadi Road, Police Quarters, Stage 1, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad8bffff,12.9141348,77.4849087,"1st Main Road, Kengeri, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad8fffff,12.914252422956594,77.48128196125997,"Kengeri Main Road, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ad9bffff,12.91385753888889,77.48666593333333,"Mysore Road, Nathamkaiamcheri, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)"
8960145add3ffff,12.9165806,77.4919859,"5th Cross Road, Prince Ville, Mylasandara, Bengaluru, Karnataka. Pin-560059 (India)"
8960145add7ffff,12.9154286,77.4882214,"Mysore Road, Ranka Aqua Greens, Harsha Layout, Kengeri, Bengaluru, Karnataka. Pin-560060 (India)"
8960145ae03ffff,12.948200902743482,77.50593293373886,"Gandhi Marg, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145ae23ffff,12.950402114865817,77.49654485171612,"4th Cross Road, Jnana Ganga Nagar, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145ae2bffff,12.951866,77.4986083,"Ullal Main Road, HMR Layout, Jnana Jyothi Nagar, Bengaluru, Karnataka. Pin-560056 (India)"
8960145ae2fffff,12.9514555,77.4960501,"Ullal Main Road, Muneshwara Layout, Jnana Jyothi Nagar, Bengaluru, Karnataka. Pin-560056 (India)"
8960145ae37ffff,12.945383814285716,77.4955632642857,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145ae3bffff,12.948854072215955,77.49966429687359,"Bangalore University Road, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145ae4bffff,12.960906574594594,77.51143013513513,"2nd Cross Road, Sri Gurukrupa Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
8960145ae6bffff,12.9608584,77.5023634,"1st Cross Road, Mallathahalli New Extension, Mallathahalli, Bengaluru, Karnataka. Pin-560056 (India)"
8960145ae77ffff,12.952488200000001,77.49981065,"2nd Main Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
8960145b003ffff,12.9930678288,77.5735298344,"Sri Sri Sri Balagangadharanatha Swamy Road, Krishna Block, Malleshwaram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b007ffff,12.992725903361345,77.57139074005602,"Sri Venkataranga Ayangar Road, Mill Corner Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b00bffff,12.996877146666666,77.57434558,"7th Cross Road, Sangeetha Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b00fffff,12.995415688308977,77.57142310835074,"Sri Venkataranga Ayangar Road, Shivanandappa Layout, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b013ffff,12.991261960674159,77.57488671235956,"J Lingaiah Road, Unishire Pratyaksh, Kumara Park West, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b017ffff,12.990097821493903,77.57302709832317,"Sirur Park Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b01bffff,12.993940564705882,77.57731508235294,"J Lingaiah Road, Renaissance Crags, Chakrawarti Iyengar Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b023ffff,12.994124399999999,77.56608144444445,"1st Cross Road, Sri Chowdeshwari Devi Circle, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)"
8960145b02bffff,12.997086472727274,77.5663110181818,"5th Cross Road, Subhash Nagar, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b02fffff,12.996311709836066,77.56315100255009,"4th Main Road, Nagappa Block, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)"
8960145b033ffff,12.992643783333333,77.568254675,"1st Cross Road, Sunrise Arunachalan Circle, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)"
8960145b037ffff,12.9914904,77.565152,Unknown
8960145b03bffff,12.993800314705883,77.56806771470588,"Railway Parallel Road, Bhashyam Nagar, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)"
8960145b043ffff,13.00181495,77.57847430000001,"2nd Main Road, Maruti Extension Vyalikaval, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b047ffff,12.9994735,77.57508105000001,"2nd Main Road, Sudhindra Nagar, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b04bffff,13.005186766666666,77.57914916666667,"2nd Main Road, Margosa 18th Cross Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b053ffff,12.9982365,77.58169909109589,"J Lingaiah Road, Kempanna Block, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b063ffff,13.000876849118045,77.5702102835821,"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b067ffff,12.999779533333333,77.56839079999999,"4th Main Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b06bffff,13.00501531923077,77.57047716050296,"15th Cross Road, Malleshwara Extension, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)"
8960145b06fffff,13.003272363636365,77.56828538181819,"4th Main Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b073ffff,12.999281848348849,77.57135354015199,"Sri Venkataranga Ayangar Road, RR Palace, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b077ffff,12.998316448343559,77.56917783595092,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b07bffff,13.001685986956522,77.57134412236026,"Sri Venkataranga Ayangar Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
8960145b083ffff,12.985880061377875,77.57849939856584,"Harekrishna Road, Kumara Park East, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b087ffff,12.985724243877552,77.5745742755102,"Padmabhushan Dr RK Srikantan Road, VV Giri Colony, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b08bffff,12.988625816923076,77.57789077999999,"Anna Basavanna Road, Tele Communication Employees Cooperative Society Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b08fffff,12.98776223627204,77.57508167783375,"Padmabhushan Dr RK Srikantan Road, Seshadripuram Police Station Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b093ffff,12.984104248214285,77.57960253750001,"Dr MH Ambarish Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b097ffff,12.983682192677941,77.57752282212485,"Kumar Krupa Road, Padmashree RMP Aaradhya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b09bffff,12.987060974206349,77.5802997920635,"North Park Road, Sri Katan Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560001 (India)"
8960145b0a3ffff,12.985690842857142,77.56837317142858,"5th Main Road, Nagendrappa Garden, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)"
8960145b0a7ffff,12.98479273,77.56773431,"Okalipuram, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India"
8960145b0abffff,12.9896175,77.5716275,"Deena Seva Sangh Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b0afffff,12.98778313125,77.56781654375,"5th Main Road, Sunrise Circle, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)"
8960145b0b3ffff,12.984827014814813,77.57229014814814,"Deena Seva Sangh Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b0b7ffff,12.982984557894737,77.56812218947368,"5th Main Road, Platform Road Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)"
8960145b0bbffff,12.98796923364486,77.57251905981309,"Deena Seva Sangh Road, PNR Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560020 (India)"
8960145b0c3ffff,12.9948165,77.5817048,"Anna Basavanna Road, DK Subbaiah Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)"
